trabajador_id,licencia_actual_id,vuelo_id,nombre_compania,codigo_compania,rol
2,,96.0,BRITISH,BTA,Tripulante de Cabina
8,15.0,41.0,ETHOPIAN AIRLINES,ETA,Copiloto
59,48.0,99.0,KOREAN AIR,KEA,Copiloto
59,17.0,108.0,KOREAN AIR,KEA,Piloto
59,48.0,140.0,LATAM ARGENTINA,LAM,Copiloto
22,,38.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
47,,109.0,EASTERN AIRLINES,EAL,Paramedico
25,36.0,95.0,LATAM CARGO,UCA,Piloto
50,,105.0,LAW,LAW,Paramedico
22,,109.0,ALITALIA,AZI,Tripulante de Cabina
22,,8.0,UNITED,UAN,Tripulante de Cabina
31,50.0,69.0,LAW,LAW,Copiloto
59,17.0,35.0,LAW,LAW,Copiloto
41,19.0,34.0,LATAM DOMESTICO,LUD,Copiloto
56,,81.0,KALITTA AIR,KAI,Tripulante de Cabina
37,25.0,96.0,KOREAN AIR,KEA,Piloto
9,29.0,31.0,BRITISH,BTA,Copiloto
56,,136.0,LATAM ARGENTINA,LAM,Tripulante de Cabina
15,12.0,131.0,EASTERN AIRLINES,EAL,Copiloto
31,50.0,105.0,ETHOPIAN AIRLINES,ETA,Piloto
37,25.0,15.0,BRITISH,BTA,Piloto
56,,109.0,BRITISH,BTA,Tripulante de Cabina
9,29.0,65.0,UNITED,UAN,Copiloto
47,,98.0,EASTERN AIRLINES,EAL,Paramedico
59,48.0,126.0,LATAM ARGENTINA,LAM,Copiloto
59,48.0,99.0,EASTERN AIRLINES,EAL,Copiloto
37,25.0,32.0,QANTAS,QAF,Piloto
21,51.0,53.0,LATAM ECUADOR,XLE,Copiloto
37,25.0,63.0,OCEANAIR,COG,Piloto
8,45.0,100.0,LATAM INTER,LAT,Copiloto
31,50.0,69.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
30,,125.0,LATAM ECUADOR,XLE,Paramedico
19,,85.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
25,47.0,144.0,LATAM CARGO,UCA,Piloto
2,,48.0,LAW,LAW,Tripulante de Cabina
8,15.0,87.0,ETHOPIAN AIRLINES,ETA,Copiloto
19,,85.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
59,48.0,29.0,QANTAS,QAF,Copiloto
8,45.0,64.0,LATAM CARGO,UCA,Copiloto
59,48.0,51.0,LAW,LAW,Piloto
8,45.0,41.0,LATAM ECUADOR,XLE,Copiloto
38,40.0,90.0,LATAM DOMESTICO,LUD,Piloto
59,48.0,126.0,NO_COMPANY,NCY,Copiloto
38,31.0,5.0,LATAM DOMESTICO,LUD,Copiloto
2,,45.0,LAW,LAW,Tripulante de Cabina
37,25.0,7.0,BRITISH,BTA,Piloto
38,31.0,45.0,UNITED,UAN,Copiloto
34,2.0,121.0,ALITALIA,AZI,Copiloto
25,47.0,147.0,BRITISH,BTA,Copiloto
59,17.0,13.0,UNITED,UAN,Piloto
59,17.0,35.0,UNITED,UAN,Copiloto
25,36.0,127.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
18,,142.0,LATAM CARGO,UCA,Tripulante de Cabina
32,,142.0,QANTAS,QAF,Paramedico
59,17.0,111.0,BRITISH,BTA,Piloto
2,,124.0,IBERIA,IBE,Tripulante de Cabina
46,,138.0,UNITED,UAN,Tripulante de Cabina
2,,26.0,LAW,LAW,Tripulante de Cabina
22,,130.0,UNITED,UAN,Tripulante de Cabina
39,,9.0,QANTAS,QAF,Tripulante de Cabina
25,47.0,127.0,EASTERN AIRLINES,EAL,Copiloto
10,11.0,78.0,ETHOPIAN AIRLINES,ETA,Piloto
4,,129.0,KALITTA AIR,KAI,Tripulante de Cabina
38,31.0,74.0,UNITED,UAN,Copiloto
22,,138.0,UNITED,UAN,Tripulante de Cabina
14,,33.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
2,,48.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
58,,80.0,LACSA,LRC,Tripulante de Cabina
41,19.0,124.0,KOREAN AIR,KEA,Piloto
56,,47.0,BRITISH,BTA,Tripulante de Cabina
51,,26.0,KALITTA AIR,KAI,Tripulante de Cabina
34,41.0,47.0,UNITED,UAN,Piloto
25,36.0,125.0,BRITISH,BTA,Copiloto
0,37.0,148.0,NO_COMPANY,NCY,Piloto
59,17.0,126.0,NO_COMPANY,NCY,Copiloto
12,,48.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
2,,2.0,KALITTA AIR,KAI,Tripulante de Cabina
34,41.0,30.0,OCEANAIR,COG,Copiloto
25,47.0,147.0,KALITTA AIR,KAI,Copiloto
59,17.0,29.0,LATAM ARGENTINA,LAM,Copiloto
23,49.0,44.0,LACSA,LRC,Copiloto
25,36.0,95.0,EASTERN AIRLINES,EAL,Piloto
8,45.0,119.0,LATAM ECUADOR,XLE,Piloto
21,22.0,115.0,AEROVIAS DAP (centro/norte),ADC,Piloto
13,,113.0,KOREAN AIR,KEA,Tripulante de Cabina
38,40.0,45.0,LATAM DOMESTICO,LUD,Copiloto
28,,11.0,LAW,LAW,Tripulante de Cabina
59,17.0,74.0,NO_COMPANY,NCY,Piloto
25,47.0,95.0,KALITTA AIR,KAI,Piloto
56,,139.0,KALITTA AIR,KAI,Tripulante de Cabina
59,17.0,86.0,KOREAN AIR,KEA,Copiloto
22,,138.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
45,,117.0,LAW,LAW,Paramedico
56,,36.0,KALITTA AIR,KAI,Tripulante de Cabina
8,45.0,100.0,IBERIA,IBE,Copiloto
59,17.0,111.0,LATAM ARGENTINA,LAM,Piloto
25,47.0,80.0,KALITTA AIR,KAI,Piloto
59,17.0,86.0,LATAM ARGENTINA,LAM,Copiloto
53,,65.0,BRITISH,BTA,Paramedico
39,,97.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
21,22.0,53.0,LATAM ECUADOR,XLE,Copiloto
7,7.0,71.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
5,,138.0,UNITED,UAN,Tripulante de Cabina
25,47.0,80.0,LATAM CARGO,UCA,Piloto
49,,50.0,UNITED,UAN,Paramedico
16,,76.0,LATAM ECUADOR,XLE,Tripulante de Cabina
59,48.0,48.0,NO_COMPANY,NCY,Piloto
46,,50.0,KALITTA AIR,KAI,Tripulante de Cabina
46,,108.0,KALITTA AIR,KAI,Tripulante de Cabina
22,,101.0,ALITALIA,AZI,Tripulante de Cabina
0,37.0,86.0,IBERIA,IBE,Piloto
8,45.0,88.0,LATAM INTER,LAT,Copiloto
32,,144.0,LATAM CARGO,UCA,Paramedico
50,,37.0,BRITISH,BTA,Paramedico
25,36.0,80.0,BRITISH,BTA,Piloto
51,,51.0,KALITTA AIR,KAI,Tripulante de Cabina
59,48.0,20.0,BRITISH,BTA,Copiloto
58,,33.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
7,7.0,54.0,BRITISH,BTA,Copiloto
25,36.0,8.0,EASTERN AIRLINES,EAL,Copiloto
19,,50.0,MARTINAIR HOLLAND,MPH,Tripulante de Cabina
49,,50.0,LATAM DOMESTICO,LUD,Paramedico
35,,89.0,QANTAS,QAF,Paramedico
37,25.0,63.0,KOREAN AIR,KEA,Piloto
5,,59.0,ALITALIA,AZI,Tripulante de Cabina
8,45.0,120.0,LATAM INTER,LAT,Piloto
25,36.0,128.0,LATAM CARGO,UCA,Piloto
8,15.0,76.0,LATAM ARGENTINA,LAM,Copiloto
8,15.0,0.0,LATAM CARGO,UCA,Piloto
37,25.0,96.0,LAW,LAW,Piloto
59,17.0,65.0,OCEANAIR,COG,Piloto
52,,13.0,ETHOPIAN AIRLINES,ETA,Paramedico
31,50.0,37.0,ETHOPIAN AIRLINES,ETA,Copiloto
59,48.0,99.0,OCEANAIR,COG,Copiloto
59,48.0,31.0,QANTAS,QAF,Piloto
51,,38.0,NO_COMPANY,NCY,Tripulante de Cabina
59,48.0,29.0,LAW,LAW,Copiloto
59,48.0,4.0,ALITALIA,AZI,Copiloto
5,,13.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
34,2.0,102.0,QANTAS,QAF,Copiloto
23,49.0,116.0,LAW,LAW,Piloto
56,,81.0,IBERIA,IBE,Tripulante de Cabina
0,37.0,62.0,IBERIA,IBE,Copiloto
43,,71.0,AEROVIAS DAP (centro/norte),ADC,Paramedico
25,36.0,112.0,LATAM ECUADOR,XLE,Copiloto
14,,90.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
8,15.0,100.0,LATAM DOMESTICO,LUD,Copiloto
34,41.0,89.0,LATAM ARGENTINA,LAM,Piloto
59,48.0,29.0,ALITALIA,AZI,Copiloto
59,48.0,15.0,KALITTA AIR,KAI,Copiloto
2,,33.0,KALITTA AIR,KAI,Tripulante de Cabina
7,7.0,68.0,AEROVIAS DAP (centro/norte),ADC,Piloto
54,0.0,137.0,KALITTA AIR,KAI,Copiloto
59,48.0,35.0,NO_COMPANY,NCY,Copiloto
25,36.0,137.0,AEROVIAS DAP (centro/norte),ADC,Piloto
59,17.0,20.0,QANTAS,QAF,Copiloto
59,48.0,117.0,KOREAN AIR,KEA,Copiloto
8,45.0,45.0,LACSA,LRC,Piloto
11,,34.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
21,51.0,136.0,LATAM ECUADOR,XLE,Piloto
46,,139.0,UNITED,UAN,Tripulante de Cabina
52,,140.0,KALITTA AIR,KAI,Paramedico
59,17.0,65.0,KALITTA AIR,KAI,Piloto
11,,100.0,NO_COMPANY,NCY,Tripulante de Cabina
25,47.0,21.0,LATAM ECUADOR,XLE,Copiloto
35,,78.0,IBERIA,IBE,Paramedico
5,,108.0,ALITALIA,AZI,Tripulante de Cabina
59,48.0,74.0,KALITTA AIR,KAI,Piloto
25,47.0,95.0,AEROVIAS DAP (centro/norte),ADC,Piloto
19,,121.0,MARTINAIR HOLLAND,MPH,Tripulante de Cabina
32,,72.0,LATAM INTER,LAT,Paramedico
59,17.0,111.0,EASTERN AIRLINES,EAL,Piloto
8,45.0,107.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
59,17.0,59.0,UNITED,UAN,Copiloto
5,,50.0,UNITED,UAN,Tripulante de Cabina
8,45.0,119.0,MARTINAIR HOLLAND,MPH,Piloto
13,,63.0,LATAM CARGO,UCA,Tripulante de Cabina
31,50.0,14.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
21,51.0,32.0,OCEANAIR,COG,Copiloto
15,12.0,130.0,EASTERN AIRLINES,EAL,Piloto
19,,114.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
18,,68.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
1,,21.0,KOREAN AIR,KEA,Tripulante de Cabina
25,47.0,94.0,EASTERN AIRLINES,EAL,Copiloto
34,2.0,102.0,OCEANAIR,COG,Copiloto
8,45.0,144.0,LATAM INTER,LAT,Copiloto
58,,80.0,UNITED,UAN,Tripulante de Cabina
2,,34.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
8,45.0,6.0,IBERIA,IBE,Copiloto
59,48.0,117.0,LAW,LAW,Copiloto
15,12.0,134.0,LATAM INTER,LAT,Piloto
33,,91.0,QANTAS,QAF,Tripulante de Cabina
8,15.0,132.0,ETHOPIAN AIRLINES,ETA,Copiloto
2,,121.0,KALITTA AIR,KAI,Tripulante de Cabina
54,0.0,132.0,LATAM INTER,LAT,Piloto
25,47.0,148.0,LATAM ECUADOR,XLE,Copiloto
32,,142.0,LATAM CARGO,UCA,Paramedico
46,,108.0,UNITED,UAN,Tripulante de Cabina
46,,43.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
59,48.0,4.0,KALITTA AIR,KAI,Copiloto
21,22.0,135.0,LATAM ECUADOR,XLE,Piloto
52,,9.0,LAW,LAW,Paramedico
2,,93.0,IBERIA,IBE,Tripulante de Cabina
19,,37.0,LATAM ECUADOR,XLE,Tripulante de Cabina
59,17.0,59.0,BRITISH,BTA,Copiloto
59,48.0,51.0,EASTERN AIRLINES,EAL,Piloto
22,,28.0,UNITED,UAN,Tripulante de Cabina
25,47.0,72.0,KALITTA AIR,KAI,Piloto
48,,35.0,LAW,LAW,Tripulante de Cabina
54,0.0,132.0,KOREAN AIR,KEA,Piloto
22,,74.0,OCEANAIR,COG,Tripulante de Cabina
34,2.0,50.0,ALITALIA,AZI,Copiloto
41,19.0,104.0,KOREAN AIR,KEA,Copiloto
15,12.0,131.0,IBERIA,IBE,Copiloto
8,45.0,132.0,LATAM DOMESTICO,LUD,Copiloto
22,,77.0,UNITED,UAN,Tripulante de Cabina
42,,49.0,LACSA,LRC,Tripulante de Cabina
59,17.0,17.0,OCEANAIR,COG,Piloto
59,48.0,29.0,OCEANAIR,COG,Copiloto
8,45.0,100.0,LATAM ARGENTINA,LAM,Copiloto
8,45.0,88.0,LACSA,LRC,Copiloto
59,48.0,59.0,KOREAN AIR,KEA,Copiloto
27,,14.0,ALITALIA,AZI,Paramedico
5,,59.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
56,,124.0,BRITISH,BTA,Tripulante de Cabina
31,50.0,135.0,LATAM ECUADOR,XLE,Copiloto
8,15.0,88.0,LACSA,LRC,Copiloto
7,7.0,71.0,BRITISH,BTA,Copiloto
8,45.0,6.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
59,48.0,29.0,BRITISH,BTA,Copiloto
32,,132.0,QANTAS,QAF,Paramedico
1,,6.0,LATAM ECUADOR,XLE,Tripulante de Cabina
56,,104.0,IBERIA,IBE,Tripulante de Cabina
59,48.0,1.0,EASTERN AIRLINES,EAL,Copiloto
59,17.0,15.0,EASTERN AIRLINES,EAL,Copiloto
8,45.0,87.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
27,,14.0,NO_COMPANY,NCY,Paramedico
25,36.0,125.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
34,41.0,109.0,LATAM ARGENTINA,LAM,Copiloto
4,,105.0,LAW,LAW,Tripulante de Cabina
8,15.0,132.0,IBERIA,IBE,Copiloto
34,2.0,121.0,QANTAS,QAF,Copiloto
53,,81.0,KALITTA AIR,KAI,Paramedico
31,50.0,16.0,LATAM ECUADOR,XLE,Copiloto
2,,137.0,LAW,LAW,Tripulante de Cabina
24,35.0,143.0,ETHOPIAN AIRLINES,ETA,Piloto
56,,111.0,KALITTA AIR,KAI,Tripulante de Cabina
37,25.0,82.0,OCEANAIR,COG,Piloto
59,48.0,9.0,BRITISH,BTA,Copiloto
59,48.0,29.0,LATAM ARGENTINA,LAM,Copiloto
21,22.0,136.0,LATAM ECUADOR,XLE,Piloto
18,,72.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
59,48.0,31.0,BRITISH,BTA,Piloto
10,11.0,92.0,IBERIA,IBE,Copiloto
25,47.0,91.0,BRITISH,BTA,Piloto
25,47.0,72.0,LATAM CARGO,UCA,Piloto
42,,44.0,KALITTA AIR,KAI,Tripulante de Cabina
54,0.0,75.0,LATAM INTER,LAT,Piloto
59,48.0,9.0,QANTAS,QAF,Copiloto
22,,73.0,ALITALIA,AZI,Tripulante de Cabina
34,2.0,47.0,QANTAS,QAF,Piloto
38,31.0,123.0,EASTERN AIRLINES,EAL,Piloto
21,22.0,38.0,KALITTA AIR,KAI,Piloto
8,15.0,60.0,LATAM ECUADOR,XLE,Copiloto
25,47.0,128.0,BRITISH,BTA,Piloto
34,41.0,34.0,OCEANAIR,COG,Piloto
56,,115.0,LATAM ARGENTINA,LAM,Tripulante de Cabina
8,15.0,144.0,LATAM ECUADOR,XLE,Copiloto
37,25.0,63.0,QANTAS,QAF,Piloto
29,26.0,11.0,LATAM INTER,LAT,Piloto
52,,54.0,LAW,LAW,Paramedico
38,40.0,5.0,EASTERN AIRLINES,EAL,Copiloto
37,25.0,16.0,OCEANAIR,COG,Piloto
10,11.0,66.0,LATAM ARGENTINA,LAM,Copiloto
7,7.0,136.0,BRITISH,BTA,Copiloto
59,48.0,99.0,NO_COMPANY,NCY,Copiloto
0,37.0,59.0,LACSA,LRC,Piloto
56,,109.0,UNITED,UAN,Tripulante de Cabina
14,,103.0,BRITISH,BTA,Tripulante de Cabina
8,15.0,132.0,LATAM ARGENTINA,LAM,Copiloto
8,45.0,56.0,AEROVIAS DAP (centro/norte),ADC,Piloto
58,,1.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
34,41.0,73.0,LATAM ARGENTINA,LAM,Piloto
42,,44.0,LACSA,LRC,Tripulante de Cabina
59,48.0,98.0,KALITTA AIR,KAI,Piloto
59,48.0,117.0,NO_COMPANY,NCY,Copiloto
56,,46.0,BRITISH,BTA,Tripulante de Cabina
5,,141.0,ALITALIA,AZI,Tripulante de Cabina
14,,33.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
27,,62.0,ALITALIA,AZI,Paramedico
41,19.0,102.0,KOREAN AIR,KEA,Piloto
21,51.0,140.0,IBERIA,IBE,Piloto
25,36.0,103.0,BRITISH,BTA,Copiloto
24,35.0,104.0,LATAM ECUADOR,XLE,Piloto
59,48.0,73.0,LATAM ARGENTINA,LAM,Copiloto
51,,23.0,NO_COMPANY,NCY,Tripulante de Cabina
18,,148.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
59,17.0,39.0,EASTERN AIRLINES,EAL,Piloto
59,17.0,39.0,KOREAN AIR,KEA,Piloto
8,15.0,132.0,MARTINAIR HOLLAND,MPH,Copiloto
7,7.0,141.0,BRITISH,BTA,Piloto
52,,18.0,KALITTA AIR,KAI,Paramedico
24,35.0,104.0,LATAM CARGO,UCA,Piloto
8,45.0,80.0,LACSA,LRC,Copiloto
9,29.0,126.0,QANTAS,QAF,Piloto
8,45.0,67.0,LATAM ARGENTINA,LAM,Piloto
17,28.0,79.0,LATAM INTER,LAT,Piloto
21,51.0,56.0,IBERIA,IBE,Copiloto
8,45.0,55.0,ETHOPIAN AIRLINES,ETA,Copiloto
32,,147.0,LATAM CARGO,UCA,Paramedico
22,,139.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
50,,33.0,UNITED,UAN,Paramedico
25,47.0,94.0,BRITISH,BTA,Copiloto
0,37.0,23.0,IBERIA,IBE,Copiloto
9,29.0,5.0,QANTAS,QAF,Piloto
59,48.0,65.0,ALITALIA,AZI,Piloto
23,49.0,122.0,MARTINAIR HOLLAND,MPH,Piloto
21,51.0,32.0,KALITTA AIR,KAI,Copiloto
51,,139.0,KALITTA AIR,KAI,Tripulante de Cabina
5,,40.0,KALITTA AIR,KAI,Tripulante de Cabina
25,47.0,37.0,AEROVIAS DAP (centro/norte),ADC,Piloto
56,,111.0,BRITISH,BTA,Tripulante de Cabina
8,15.0,80.0,LATAM CARGO,UCA,Copiloto
59,17.0,15.0,LATAM ARGENTINA,LAM,Copiloto
19,,114.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
59,48.0,48.0,EASTERN AIRLINES,EAL,Piloto
59,48.0,126.0,OCEANAIR,COG,Copiloto
22,,131.0,LACSA,LRC,Tripulante de Cabina
8,45.0,55.0,IBERIA,IBE,Copiloto
59,48.0,74.0,QANTAS,QAF,Piloto
56,,0.0,UNITED,UAN,Tripulante de Cabina
17,28.0,89.0,ETHOPIAN AIRLINES,ETA,Copiloto
59,17.0,9.0,OCEANAIR,COG,Copiloto
39,,15.0,QANTAS,QAF,Tripulante de Cabina
42,,137.0,LACSA,LRC,Tripulante de Cabina
37,25.0,79.0,OCEANAIR,COG,Copiloto
15,12.0,46.0,LACSA,LRC,Piloto
15,46.0,88.0,LATAM INTER,LAT,Piloto
13,,107.0,LATAM CARGO,UCA,Tripulante de Cabina
46,,6.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
43,,4.0,BRITISH,BTA,Paramedico
25,47.0,91.0,LATAM CARGO,UCA,Piloto
40,,97.0,NO_COMPANY,NCY,Paramedico
25,47.0,112.0,LATAM CARGO,UCA,Copiloto
59,17.0,48.0,ALITALIA,AZI,Piloto
56,,115.0,IBERIA,IBE,Tripulante de Cabina
58,,23.0,BRITISH,BTA,Tripulante de Cabina
59,48.0,117.0,EASTERN AIRLINES,EAL,Copiloto
59,17.0,3.0,NO_COMPANY,NCY,Copiloto
54,0.0,138.0,KALITTA AIR,KAI,Piloto
21,22.0,124.0,OCEANAIR,COG,Copiloto
32,,132.0,LATAM INTER,LAT,Paramedico
18,,143.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
34,2.0,109.0,LATAM ARGENTINA,LAM,Copiloto
19,,34.0,MARTINAIR HOLLAND,MPH,Tripulante de Cabina
35,,46.0,OCEANAIR,COG,Paramedico
50,,68.0,LATAM ECUADOR,XLE,Paramedico
25,47.0,145.0,AEROVIAS DAP (centro/norte),ADC,Piloto
59,48.0,65.0,OCEANAIR,COG,Piloto
32,,42.0,LATAM CARGO,UCA,Paramedico
37,25.0,67.0,OCEANAIR,COG,Copiloto
49,,108.0,UNITED,UAN,Paramedico
8,15.0,107.0,LATAM ARGENTINA,LAM,Copiloto
26,,92.0,LAW,LAW,Tripulante de Cabina
28,,11.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
30,,125.0,LATAM DOMESTICO,LUD,Paramedico
34,41.0,102.0,QANTAS,QAF,Copiloto
19,,120.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
34,2.0,106.0,LATAM ARGENTINA,LAM,Copiloto
24,35.0,58.0,KOREAN AIR,KEA,Piloto
8,45.0,132.0,ETHOPIAN AIRLINES,ETA,Copiloto
21,22.0,36.0,OCEANAIR,COG,Copiloto
56,,115.0,UNITED,UAN,Tripulante de Cabina
52,,41.0,LAW,LAW,Paramedico
47,,109.0,OCEANAIR,COG,Paramedico
19,,114.0,LATAM ECUADOR,XLE,Tripulante de Cabina
25,47.0,38.0,BRITISH,BTA,Copiloto
50,,85.0,BRITISH,BTA,Paramedico
8,45.0,80.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
40,,22.0,ETHOPIAN AIRLINES,ETA,Paramedico
54,0.0,43.0,ALITALIA,AZI,Copiloto
59,17.0,20.0,EASTERN AIRLINES,EAL,Copiloto
59,17.0,13.0,KALITTA AIR,KAI,Piloto
59,17.0,74.0,KOREAN AIR,KEA,Piloto
2,,138.0,BRITISH,BTA,Tripulante de Cabina
21,22.0,139.0,IBERIA,IBE,Copiloto
11,,6.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
59,17.0,117.0,LAW,LAW,Copiloto
40,,122.0,ETHOPIAN AIRLINES,ETA,Paramedico
16,,84.0,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina
54,0.0,75.0,KOREAN AIR,KEA,Piloto
7,7.0,8.0,BRITISH,BTA,Piloto
34,2.0,47.0,UNITED,UAN,Piloto
31,50.0,17.0,AEROVIAS DAP (centro/norte),ADC,Copiloto
11,,6.0,NO_COMPANY,NCY,Tripulante de Cabina
25,47.0,29.0,AEROVIAS DAP (centro/norte),ADC,Piloto
59,48.0,111.0,OCEANAIR,COG,Piloto
2,,68.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
31,50.0,14.0,LATAM ECUADOR,XLE,Copiloto
54,0.0,11.0,ALITALIA,AZI,Copiloto
5,,121.0,ALITALIA,AZI,Tripulante de Cabina
20,,130.0,LATAM ARGENTINA,LAM,Paramedico
15,46.0,130.0,LACSA,LRC,Piloto
53,,91.0,AEROVIAS DAP (centro/norte),ADC,Paramedico
11,,57.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
34,2.0,89.0,LATAM ARGENTINA,LAM,Piloto
15,12.0,44.0,LACSA,LRC,Piloto
59,17.0,66.0,QANTAS,QAF,Piloto
54,0.0,43.0,KALITTA AIR,KAI,Copiloto
59,48.0,98.0,OCEANAIR,COG,Piloto
19,,6.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
59,17.0,9.0,LATAM ARGENTINA,LAM,Copiloto
35,,36.0,IBERIA,IBE,Paramedico
51,,23.0,KALITTA AIR,KAI,Tripulante de Cabina
35,,126.0,IBERIA,IBE,Paramedico
20,,66.0,LATAM ARGENTINA,LAM,Paramedico
8,45.0,109.0,LATAM CARGO,UCA,Piloto
15,12.0,44.0,LATAM INTER,LAT,Piloto
15,12.0,130.0,IBERIA,IBE,Piloto
21,22.0,98.0,IBERIA,IBE,Copiloto
30,,58.0,LATAM ECUADOR,XLE,Paramedico
21,22.0,133.0,OCEANAIR,COG,Piloto
22,,0.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
49,,50.0,KALITTA AIR,KAI,Paramedico
0,37.0,143.0,LACSA,LRC,Copiloto
59,17.0,126.0,QANTAS,QAF,Copiloto
59,48.0,13.0,BRITISH,BTA,Piloto
58,,119.0,BRITISH,BTA,Tripulante de Cabina
52,,12.0,LAW,LAW,Paramedico
22,,36.0,LATAM ARGENTINA,LAM,Tripulante de Cabina
8,15.0,12.0,IBERIA,IBE,Piloto
22,,73.0,LATAM ARGENTINA,LAM,Tripulante de Cabina
8,15.0,6.0,LACSA,LRC,Copiloto
8,45.0,107.0,IBERIA,IBE,Copiloto
27,,57.0,NO_COMPANY,NCY,Paramedico
28,,26.0,LATAM INTER,LAT,Tripulante de Cabina
12,,119.0,LAW,LAW,Tripulante de Cabina
58,,65.0,LACSA,LRC,Tripulante de Cabina
59,17.0,53.0,NO_COMPANY,NCY,Piloto
35,,46.0,QANTAS,QAF,Paramedico
58,,5.0,UNITED,UAN,Tripulante de Cabina
8,15.0,45.0,LATAM ECUADOR,XLE,Piloto
11,,11.0,LATAM DOMESTICO,LUD,Tripulante de Cabina
2,,124.0,BRITISH,BTA,Tripulante de Cabina
58,,17.0,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina
48,,59.0,ALITALIA,AZI,Tripulante de Cabina
22,,110.0,EASTERN AIRLINES,EAL,Tripulante de Cabina
59,48.0,101.0,OCEANAIR,COG,Copiloto
43,,80.0,AEROVIAS DAP (centro/norte),ADC,Paramedico
10,11.0,12.0,IBERIA,IBE,Copiloto
56,,38.0,UNITED,UAN,Tripulante de Cabina
37,25.0,129.0,QANTAS,QAF,Piloto
2,,4.0,IBERIA,IBE,Tripulante de Cabina
56,,131.0,UNITED,UAN,Tripulante de Cabina
21,51.0,136.0,IBERIA,IBE,Piloto
34,41.0,34.0,QANTAS,QAF,Piloto
22,,137.0,ALITALIA,AZI,Tripulante de Cabina
25,36.0,127.0,LATAM ECUADOR,XLE,Copiloto
40,,83.0,NO_COMPANY,NCY,Paramedico
23,49.0,26.0,LAW,LAW,Piloto
9,29.0,126.0,BRITISH,BTA,Piloto
2,,9.0,KALITTA AIR,KAI,Tripulante de Cabina
59,17.0,59.0,OCEANAIR,COG,Copiloto
7,7.0,141.0,NO_COMPANY,NCY,Piloto
53,,133.0,KALITTA AIR,KAI,Paramedico
37,25.0,18.0,QANTAS,QAF,Piloto
59,48.0,65.0,EASTERN AIRLINES,EAL,Piloto
8,15.0,60.0,LATAM CARGO,UCA,Copiloto
8,15.0,56.0,LATAM INTER,LAT,Piloto
50,,95.0,LATAM ECUADOR,XLE,Paramedico
49,,138.0,UNITED,UAN,Paramedico
40,,11.0,LATAM INTER,LAT,Paramedico
8,45.0,60.0,LATAM DOMESTICO,LUD,Copiloto
38,31.0,45.0,LATAM DOMESTICO,LUD,Copiloto
11,,57.0,NO_COMPANY,NCY,Tripulante de Cabina
56,,89.0,UNITED,UAN,Tripulante de Cabina
15,12.0,131.0,LATAM ARGENTINA,LAM,Copiloto
59,17.0,39.0,LAW,LAW,Piloto
25,47.0,58.0,EASTERN AIRLINES,EAL,Copiloto
59,48.0,129.0,KOREAN AIR,KEA,Copiloto
56,,46.0,KALITTA AIR,KAI,Tripulante de Cabina
18,,145.0,LATAM CARGO,UCA,Tripulante de Cabina
