trabajador_id,licencia_actual_id,vuelo_id,nombre_compania,codigo_compania,rol,numero_trabajador
8,15,45,LACSA,LRC,Piloto,1120
38,31,99,UNITED,UAN,Piloto              ,1121
46,0,30,UNITED,UAN,Tripulante de Cabina,1122
45,0,48,MARTINAIR HOLLAND,MPH,Paramedico,1123
7,7,128,BRITISH,BTA,Copiloto,1124
46,0,136,KALITTA AIR,KAI,Tripulante de Cabina,1125
59,48,39,UNITED,UAN,Piloto,1126
25,36,94,LATAM CARGO,UCA,Copiloto,1127
34,2,34,QANTAS,QAF,Piloto,1128
39,0,106,LAW,LAW,Tripulante de Cabina,1129
8,45,41,ETHOPIAN AIRLINES,ETA,Copiloto,1130
59,17,9,QANTAS,QAF,Copiloto,1131
59,17,126,KOREAN AIR,KEA,Copiloto,1132
15,12,70,EASTERN AIRLINES,EAL,Piloto,1133
39,0,16,QANTAS,QAF,Tripulante de Cabina,1134
17,28,47,LATAM INTER,LAT,Copiloto,1135
38,40,90,EASTERN AIRLINES,EAL,Piloto,1136
46,0,43,UNITED,UAN,Tripulante de Cabina,1137
22,0,136,EASTERN AIRLINES,EAL,Tripulante de Cabina,1138
37,25,4,LAW,LAW,Piloto,1139
59,17,101,ALITALIA,AZI,Copiloto,1140
23,49,26,MARTINAIR HOLLAND,MPH,Piloto,1141
59,17,9,ALITALIA,AZI,Copiloto,1142
0,37,23,LACSA,LRC,Copiloto,1143
41,19,50,IBERIA,IBE,Piloto,1144
21,22,139,KALITTA AIR,KAI,Copiloto,1145
23,49,82,LACSA,LRC,Copiloto,1146
17,28,79,ETHOPIAN AIRLINES,ETA,Piloto,1147
59,17,57,KALITTA AIR,KAI,Copiloto,1148
46,0,30,LATAM DOMESTICO,LUD,Tripulante de Cabina,1149
0,37,75,LATAM CARGO,UCA,Copiloto,1150
21,22,38,AEROVIAS DAP (centro/norte),ADC,Piloto,1151
8,15,120,MARTINAIR HOLLAND,MPH,Piloto,1152
8,15,56,LATAM DOMESTICO,LUD,Piloto,1153
20,0,44,LACSA,LRC,Paramedico,1154
46,0,45,LATAM DOMESTICO,LUD,Tripulante de Cabina,1155
2,0,141,LATAM DOMESTICO,LUD,Tripulante de Cabina,1156
8,15,100,LATAM CARGO,UCA,Copiloto,1157
31,50,135,NO_COMPANY,NCY,Copiloto,1158
59,48,59,BRITISH,BTA,Copiloto,1159
25,47,58,LATAM CARGO,UCA,Copiloto,1160
8,15,0,LATAM ECUADOR,XLE,Piloto,1161
59,48,59,KALITTA AIR,KAI,Copiloto,1162
21,51,36,KALITTA AIR,KAI,Copiloto,1163
24,35,85,LATAM CARGO,UCA,Copiloto,1164
7,7,61,ALITALIA,AZI,Copiloto,1165
59,17,9,UNITED,UAN,Copiloto,1166
22,0,24,LATAM ARGENTINA,LAM,Tripulante de Cabina,1167
26,0,48,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,1168
8,15,76,LATAM ECUADOR,XLE,Copiloto,1169
23,49,96,LACSA,LRC,Copiloto,1170
24,35,93,KOREAN AIR,KEA,Copiloto,1171
40,0,39,ETHOPIAN AIRLINES,ETA,Paramedico,1172
8,45,144,AEROVIAS DAP (centro/norte),ADC,Copiloto,1173
8,45,41,MARTINAIR HOLLAND,MPH,Copiloto,1174
52,0,114,ETHOPIAN AIRLINES,ETA,Paramedico,1175
54,0,138,LATAM INTER,LAT,Piloto,1176
59,17,101,KALITTA AIR,KAI,Copiloto,1177
30,0,64,LATAM ECUADOR,XLE,Paramedico,1178
0,37,40,NO_COMPANY,NCY,Copiloto,1179
25,36,58,BRITISH,BTA,Copiloto,1180
59,17,140,OCEANAIR,COG,Copiloto,1181
34,41,106,QANTAS,QAF,Copiloto,1182
15,12,70,LACSA,LRC,Piloto,1183
48,0,48,LAW,LAW,Tripulante de Cabina,1184
34,41,73,ALITALIA,AZI,Piloto,1185
59,17,57,LATAM ARGENTINA,LAM,Copiloto,1186
17,28,118,ETHOPIAN AIRLINES,ETA,Piloto,1187
38,40,99,LATAM DOMESTICO,LUD,Piloto              ,1188
8,15,12,MARTINAIR HOLLAND,MPH,Piloto,1189
48,0,40,ALITALIA,AZI,Tripulante de Cabina,1190
16,0,95,LATAM ECUADOR,XLE,Tripulante de Cabina,1191
51,0,96,NO_COMPANY,NCY,Tripulante de Cabina,1192
24,35,147,LATAM ECUADOR,XLE,Piloto,1193
47,0,0,OCEANAIR,COG,Paramedico,1194
59,17,74,QANTAS,QAF,Piloto,1195
4,0,98,LAW,LAW,Tripulante de Cabina,1196
8,15,110,MARTINAIR HOLLAND,MPH,Piloto,1197
8,45,56,LATAM CARGO,UCA,Piloto,1198
59,48,3,OCEANAIR,COG,Copiloto,1199
8,15,131,LATAM ARGENTINA,LAM,Piloto,1200
21,22,115,OCEANAIR,COG,Piloto,1201
30,0,143,LATAM CARGO,UCA,Paramedico,1202
38,31,5,UNITED,UAN,Copiloto,1203
25,36,137,KALITTA AIR,KAI,Piloto,1204
4,0,138,OCEANAIR,COG,Tripulante de Cabina,1205
59,48,108,BRITISH,BTA,Piloto,1206
52,0,69,ETHOPIAN AIRLINES,ETA,Paramedico,1207
53,0,43,AEROVIAS DAP (centro/norte),ADC,Paramedico,1208
42,0,115,LACSA,LRC,Tripulante de Cabina,1209
59,17,35,BRITISH,BTA,Copiloto,1210
59,17,48,NO_COMPANY,NCY,Piloto,1211
52,0,114,KALITTA AIR,KAI,Paramedico,1212
8,15,131,LATAM INTER,LAT,Piloto,1213
41,19,25,KOREAN AIR,KEA,Piloto,1214
59,48,111,LATAM ARGENTINA,LAM,Piloto,1215
19,0,6,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,1216
21,51,38,LATAM ECUADOR,XLE,Piloto,1217
10,11,69,ETHOPIAN AIRLINES,ETA,Piloto,1218
10,11,78,MARTINAIR HOLLAND,MPH,Piloto,1219
19,0,125,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,1220
59,17,73,EASTERN AIRLINES,EAL,Copiloto,1221
25,36,145,LATAM ECUADOR,XLE,Piloto,1222
8,45,119,LATAM DOMESTICO,LUD,Piloto,1223
59,48,101,EASTERN AIRLINES,EAL,Copiloto,1224
5,0,19,UNITED,UAN,Tripulante de Cabina,1225
8,45,64,LATAM ECUADOR,XLE,Copiloto,1226
34,41,106,ALITALIA,AZI,Copiloto,1227
56,0,94,BRITISH,BTA,Tripulante de Cabina,1228
47,0,131,LATAM ARGENTINA,LAM,Paramedico,1229
11,0,45,LATAM DOMESTICO,LUD,Tripulante de Cabina,1230
46,0,8,UNITED,UAN,Tripulante de Cabina,1231
24,35,112,KOREAN AIR,KEA,Piloto,1232
59,17,66,EASTERN AIRLINES,EAL,Piloto,1233
59,17,117,KOREAN AIR,KEA,Copiloto,1234
8,15,80,IBERIA,IBE,Copiloto,1235
40,0,23,LAW,LAW,Paramedico,1236
25,36,144,BRITISH,BTA,Piloto,1237
26,0,48,LAW,LAW,Tripulante de Cabina,1238
25,36,37,AEROVIAS DAP (centro/norte),ADC,Piloto,1239
58,0,68,BRITISH,BTA,Tripulante de Cabina,1240
22,0,90,LATAM ARGENTINA,LAM,Tripulante de Cabina,1241
47,0,131,EASTERN AIRLINES,EAL,Paramedico,1242
9,29,5,BRITISH,BTA,Piloto,1243
25,36,72,KALITTA AIR,KAI,Piloto,1244
20,0,60,KOREAN AIR,KEA,Paramedico,1245
40,0,83,LATAM INTER,LAT,Paramedico,1246
8,45,120,LATAM ARGENTINA,LAM,Piloto,1247
8,15,67,LACSA,LRC,Piloto,1248
58,0,80,BRITISH,BTA,Tripulante de Cabina,1249
59,48,140,KOREAN AIR,KEA,Copiloto,1250
8,15,144,ETHOPIAN AIRLINES,ETA,Copiloto,1251
2,0,45,BRITISH,BTA,Tripulante de Cabina,1252
53,0,38,KALITTA AIR,KAI,Paramedico,1253
59,17,2,EASTERN AIRLINES,EAL,Piloto,1254
23,49,44,LAW,LAW,Copiloto,1255
1,0,45,LATAM ECUADOR,XLE,Tripulante de Cabina,1256
59,48,98,NO_COMPANY,NCY,Piloto,1257
59,48,3,NO_COMPANY,NCY,Copiloto,1258
59,17,126,EASTERN AIRLINES,EAL,Copiloto,1259
23,49,118,NO_COMPANY,NCY,Copiloto,1260
8,15,56,LATAM CARGO,UCA,Piloto,1261
37,25,4,BRITISH,BTA,Piloto,1262
37,25,63,BRITISH,BTA,Piloto,1263
0,37,22,IBERIA,IBE,Copiloto,1264
5,0,13,ALITALIA,AZI,Tripulante de Cabina,1265
59,48,73,BRITISH,BTA,Copiloto,1266
56,0,140,BRITISH,BTA,Tripulante de Cabina,1267
21,51,111,KALITTA AIR,KAI,Copiloto,1268
25,36,103,LATAM CARGO,UCA,Copiloto,1269
19,0,121,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,1270
21,51,98,LATAM ECUADOR,XLE,Copiloto,1271
58,0,86,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,1272
51,0,96,KALITTA AIR,KAI,Tripulante de Cabina,1273
25,36,91,BRITISH,BTA,Piloto,1274
25,47,8,LATAM ECUADOR,XLE,Copiloto,1275
59,48,129,ALITALIA,AZI,Copiloto,1276
59,17,73,KALITTA AIR,KAI,Copiloto,1277
52,0,69,KALITTA AIR,KAI,Paramedico,1278
59,17,15,OCEANAIR,COG,Copiloto,1279
41,19,10,IBERIA,IBE,Copiloto,1280
12,0,113,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,1281
22,0,131,EASTERN AIRLINES,EAL,Tripulante de Cabina,1282
25,36,81,BRITISH,BTA,Piloto,1283
58,0,39,LACSA,LRC,Tripulante de Cabina,1284
22,0,99,UNITED,UAN,Tripulante de Cabina,1285
59,48,15,OCEANAIR,COG,Copiloto,1286
59,48,4,NO_COMPANY,NCY,Copiloto,1287
59,48,4,OCEANAIR,COG,Copiloto,1288
22,0,59,LACSA,LRC,Tripulante de Cabina,1289
58,0,65,UNITED,UAN,Tripulante de Cabina,1290
59,48,2,KALITTA AIR,KAI,Piloto,1291
56,0,104,KALITTA AIR,KAI,Tripulante de Cabina,1292
8,15,45,LATAM ARGENTINA,LAM,Piloto,1293
40,0,35,NO_COMPANY,NCY,Paramedico,1294
31,50,71,ETHOPIAN AIRLINES,ETA,Piloto,1295
58,0,65,BRITISH,BTA,Tripulante de Cabina,1296
58,0,87,LACSA,LRC,Tripulante de Cabina,1297
16,0,69,LATAM ECUADOR,XLE,Tripulante de Cabina,1298
54,0,137,KOREAN AIR,KEA,Copiloto,1299
59,17,129,BRITISH,BTA,Copiloto,1300
4,0,47,LAW,LAW,Tripulante de Cabina,1301
22,0,109,EASTERN AIRLINES,EAL,Tripulante de Cabina,1302
50,0,16,UNITED,UAN,Paramedico,1303
0,37,148,ALITALIA,AZI,Piloto,1304
59,17,48,QANTAS,QAF,Piloto,1305
8,45,87,LATAM CARGO,UCA,Copiloto,1306
59,48,126,ALITALIA,AZI,Copiloto,1307
19,0,6,LATAM ECUADOR,XLE,Tripulante de Cabina,1308
56,0,104,UNITED,UAN,Tripulante de Cabina,1309
17,28,79,OCEANAIR,COG,Piloto,1310
8,15,142,LACSA,LRC,Copiloto,1311
59,17,13,KOREAN AIR,KEA,Piloto,1312
28,0,26,LATAM DOMESTICO,LUD,Tripulante de Cabina,1313
21,51,61,AEROVIAS DAP (centro/norte),ADC,Piloto,1314
59,17,108,LAW,LAW,Piloto,1315
12,0,20,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,1316
8,45,67,LATAM CARGO,UCA,Piloto,1317
59,17,4,UNITED,UAN,Copiloto,1318
10,11,0,IBERIA,IBE,Copiloto,1319
37,25,7,OCEANAIR,COG,Piloto,1320
59,48,13,LATAM ARGENTINA,LAM,Piloto,1321
25,36,148,AEROVIAS DAP (centro/norte),ADC,Copiloto,1322
7,7,28,NO_COMPANY,NCY,Copiloto,1323
23,49,97,MARTINAIR HOLLAND,MPH,Piloto,1324
1,0,37,LATAM DOMESTICO,LUD,Tripulante de Cabina,1325
59,48,39,KALITTA AIR,KAI,Piloto,1326
49,0,34,KALITTA AIR,KAI,Paramedico,1327
59,17,86,EASTERN AIRLINES,EAL,Copiloto,1328
40,0,22,LATAM INTER,LAT,Paramedico,1329
58,0,99,LACSA,LRC,Tripulante de Cabina,1330
20,0,110,LACSA,LRC,Paramedico,1331
39,0,9,LAW,LAW,Tripulante de Cabina,1332
21,51,124,AEROVIAS DAP (centro/norte),ADC,Copiloto,1333
25,36,138,LATAM CARGO,UCA,Copiloto,1334
21,51,54,KALITTA AIR,KAI,Piloto,1335
21,22,84,LATAM ECUADOR,XLE,Copiloto,1336
34,2,89,UNITED,UAN,Piloto,1337
0,37,22,LACSA,LRC,Copiloto,1338
21,22,135,KALITTA AIR,KAI,Piloto,1339
10,11,78,IBERIA,IBE,Piloto,1340
25,47,119,BRITISH,BTA,Copiloto,1341
56,0,47,OCEANAIR,COG,Tripulante de Cabina,1342
31,50,135,ETHOPIAN AIRLINES,ETA,Copiloto,1343
8,15,60,LATAM ARGENTINA,LAM,Copiloto,1344
4,0,140,LAW,LAW,Tripulante de Cabina,1345
40,0,86,LATAM INTER,LAT,Paramedico,1346
21,22,61,KALITTA AIR,KAI,Piloto,1347
23,49,22,NO_COMPANY,NCY,Piloto,1348
59,48,73,KALITTA AIR,KAI,Copiloto,1349
50,0,16,BRITISH,BTA,Paramedico,1350
59,17,111,UNITED,UAN,Piloto,1351
25,47,145,LATAM ECUADOR,XLE,Piloto,1352
2,0,91,LAW,LAW,Tripulante de Cabina,1353
53,0,115,AEROVIAS DAP (centro/norte),ADC,Paramedico,1354
54,0,11,KALITTA AIR,KAI,Copiloto,1355
58,0,103,UNITED,UAN,Tripulante de Cabina,1356
23,49,130,MARTINAIR HOLLAND,MPH,Copiloto,1357
21,51,139,KALITTA AIR,KAI,Copiloto,1358
15,12,88,LATAM ARGENTINA,LAM,Piloto,1359
37,25,105,QANTAS,QAF,Copiloto,1360
25,36,142,KALITTA AIR,KAI,Piloto,1361
24,35,85,KOREAN AIR,KEA,Copiloto,1362
24,35,146,LATAM CARGO,UCA,Copiloto,1363
23,49,96,LAW,LAW,Copiloto,1364
2,0,78,BRITISH,BTA,Tripulante de Cabina,1365
38,31,121,EASTERN AIRLINES,EAL,Piloto,1366
16,0,25,ETHOPIAN AIRLINES,ETA,Tripulante de Cabina,1367
47,0,129,OCEANAIR,COG,Paramedico,1368
58,0,128,NO_COMPANY,NCY,Tripulante de Cabina,1369
15,46,88,LATAM ARGENTINA,LAM,Piloto,1370
8,15,67,LATAM ARGENTINA,LAM,Piloto,1371
17,28,47,MARTINAIR HOLLAND,MPH,Copiloto,1372
59,48,86,KOREAN AIR,KEA,Copiloto,1373
8,15,100,LATAM ECUADOR,XLE,Copiloto,1374
0,37,72,LACSA,LRC,Copiloto,1375
8,15,100,LACSA,LRC,Copiloto,1376
26,0,92,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,1377
59,17,123,OCEANAIR,COG,Copiloto,1378
15,46,24,IBERIA,IBE,Piloto,1379
56,0,129,IBERIA,IBE,Tripulante de Cabina,1380
19,0,50,LATAM DOMESTICO,LUD,Tripulante de Cabina,1381
34,41,106,UNITED,UAN,Copiloto,1382
8,45,60,LATAM INTER,LAT,Copiloto,1383
56,0,66,KALITTA AIR,KAI,Tripulante de Cabina,1384
28,0,52,LATAM INTER,LAT,Tripulante de Cabina,1385
2,0,46,IBERIA,IBE,Tripulante de Cabina,1386
56,0,1,KALITTA AIR,KAI,Tripulante de Cabina,1387
59,17,52,OCEANAIR,COG,Copiloto,1388
46,0,102,UNITED,UAN,Tripulante de Cabina,1389
59,17,48,BRITISH,BTA,Piloto,1390
33,0,29,QANTAS,QAF,Tripulante de Cabina,1391
59,17,140,KALITTA AIR,KAI,Copiloto,1392
51,0,39,KALITTA AIR,KAI,Tripulante de Cabina,1393
21,22,136,IBERIA,IBE,Piloto,1394
2,0,34,BRITISH,BTA,Tripulante de Cabina,1395
24,35,63,LATAM ECUADOR,XLE,Copiloto,1396
59,48,74,LATAM ARGENTINA,LAM,Piloto,1397
31,50,57,AEROVIAS DAP (centro/norte),ADC,Piloto,1398
8,15,76,LATAM CARGO,UCA,Copiloto,1399
7,7,128,KALITTA AIR,KAI,Copiloto,1400
8,15,132,LATAM CARGO,UCA,Copiloto,1401
22,0,36,KALITTA AIR,KAI,Tripulante de Cabina,1402
24,35,125,ETHOPIAN AIRLINES,ETA,Piloto,1403
58,0,70,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,1404
25,47,125,KALITTA AIR,KAI,Copiloto,1405
15,46,134,EASTERN AIRLINES,EAL,Piloto,1406
19,0,119,AEROVIAS DAP (centro/norte),ADC,Tripulante de Cabina,1407
34,41,42,OCEANAIR,COG,Piloto,1408
24,35,25,LATAM ECUADOR,XLE,Copiloto,1409
8,15,12,LATAM ECUADOR,XLE,Piloto,1410
59,48,66,LAW,LAW,Piloto,1411
25,36,142,LATAM ECUADOR,XLE,Piloto,1412
51,0,23,LAW,LAW,Tripulante de Cabina,1413
59,48,31,LATAM ARGENTINA,LAM,Piloto,1414
21,22,140,OCEANAIR,COG,Piloto,1415
59,48,9,LATAM ARGENTINA,LAM,Copiloto,1416
34,2,42,OCEANAIR,COG,Piloto,1417
17,28,89,LATAM INTER,LAT,Copiloto,1418
25,47,141,KALITTA AIR,KAI,Copiloto,1419
2,0,104,IBERIA,IBE,Tripulante de Cabina,1420
18,0,145,BRITISH,BTA,Tripulante de Cabina,1421
2,0,138,KALITTA AIR,KAI,Tripulante de Cabina,1422
19,0,85,LATAM ECUADOR,XLE,Tripulante de Cabina,1423
21,51,133,KALITTA AIR,KAI,Piloto,1424
59,17,4,KOREAN AIR,KEA,Copiloto,1425
0,37,148,LATAM CARGO,UCA,Piloto,1426
16,0,125,EASTERN AIRLINES,EAL,Tripulante de Cabina,1427
13,0,3,LATAM CARGO,UCA,Tripulante de Cabina,1428
0,37,70,LATAM CARGO,UCA,Copiloto,1429
25,47,137,KALITTA AIR,KAI,Piloto,1430
25,36,142,LATAM CARGO,UCA,Piloto,1431
37,25,113,LAW,LAW,Piloto,1432
50,0,85,UNITED,UAN,Paramedico,1433
46,0,121,LATAM DOMESTICO,LUD,Tripulante de Cabina,1434
8,15,55,IBERIA,IBE,Copiloto,1435
37,25,3,KOREAN AIR,KEA,Piloto,1436
25,47,138,LATAM CARGO,UCA,Copiloto,1437
51,0,116,NO_COMPANY,NCY,Tripulante de Cabina,1438
21,51,43,LATAM ECUADOR,XLE,Piloto,1439
34,2,121,LATAM DOMESTICO,LUD,Copiloto,1440
37,25,96,OCEANAIR,COG,Piloto,1441
22,0,108,KALITTA AIR,KAI,Tripulante de Cabina,1442
21,51,54,AEROVIAS DAP (centro/norte),ADC,Piloto,1443
59,17,31,KALITTA AIR,KAI,Piloto,1444
31,50,85,NO_COMPANY,NCY,Piloto,1445
2,0,138,IBERIA,IBE,Tripulante de Cabina,1446
0,37,145,NO_COMPANY,NCY,Copiloto,1447
59,17,108,BRITISH,BTA,Piloto,1448
23,49,26,NO_COMPANY,NCY,Piloto,1449
17,28,134,LATAM INTER,LAT,Copiloto,1450
25,36,137,EASTERN AIRLINES,EAL,Piloto,1451
8,15,109,LATAM INTER,LAT,Piloto,1452
25,36,21,AEROVIAS DAP (centro/norte),ADC,Copiloto,1453
13,0,72,KOREAN AIR,KEA,Tripulante de Cabina,1454
22,0,138,ALITALIA,AZI,Tripulante de Cabina,1455
27,0,59,NO_COMPANY,NCY,Paramedico,1456
59,17,1,KOREAN AIR,KEA,Copiloto,1457
58,0,1,UNITED,UAN,Tripulante de Cabina,1458
35,0,73,QANTAS,QAF,Paramedico,1459
25,47,103,KALITTA AIR,KAI,Copiloto,1460
8,15,88,ETHOPIAN AIRLINES,ETA,Copiloto,1461
34,41,42,ALITALIA,AZI,Piloto,1462
25,47,148,EASTERN AIRLINES,EAL,Copiloto,1463
25,47,128,EASTERN AIRLINES,EAL,Piloto,1464
59,17,140,LATAM ARGENTINA,LAM,Copiloto,1465
59,17,66,NO_COMPANY,NCY,Piloto,1466
58,0,103,BRITISH,BTA,Tripulante de Cabina,1467
30,0,125,LATAM CARGO,UCA,Paramedico,1468
24,35,58,ETHOPIAN AIRLINES,ETA,Piloto,1469
25,47,95,EASTERN AIRLINES,EAL,Piloto,1470
21,22,43,LATAM ECUADOR,XLE,Piloto,1471
58,0,60,LACSA,LRC,Tripulante de Cabina,1472
59,48,13,KOREAN AIR,KEA,Piloto,1473
15,12,70,LATAM ARGENTINA,LAM,Piloto,1474
2,0,33,BRITISH,BTA,Tripulante de Cabina,1475
8,45,76,LATAM ECUADOR,XLE,Copiloto,1476
39,0,15,LAW,LAW,Tripulante de Cabina,1477
8,15,56,MARTINAIR HOLLAND,MPH,Piloto,1478
34,41,6,ALITALIA,AZI,Piloto,1479
56,0,108,KALITTA AIR,KAI,Tripulante de Cabina,1480
24,35,63,LATAM CARGO,UCA,Copiloto,1481
24,35,7,IBERIA,IBE,Copiloto,1482
29,44,11,LATAM INTER,LAT,Piloto,1483
59,17,52,LAW,LAW,Copiloto,1484
8,45,132,LATAM ARGENTINA,LAM,Copiloto,1485
56,0,47,IBERIA,IBE,Tripulante de Cabina,1486
37,25,27,LATAM INTER,LAT,Copiloto,1487
34,41,50,ALITALIA,AZI,Copiloto,1488
25,36,148,LATAM CARGO,UCA,Copiloto,1489
59,48,98,KOREAN AIR,KEA,Piloto,1490
22,0,77,EASTERN AIRLINES,EAL,Tripulante de Cabina,1491
23,49,62,LAW,LAW,Piloto,1492
25,36,29,KALITTA AIR,KAI,Piloto,1493
22,0,59,ALITALIA,AZI,Tripulante de Cabina,1494
59,17,20,OCEANAIR,COG,Copiloto,1495
27,0,62,NO_COMPANY,NCY,Paramedico,1496
25,36,119,AEROVIAS DAP (centro/norte),ADC,Copiloto,1497
23,49,82,NO_COMPANY,NCY,Copiloto,1498
21,22,36,LATAM ECUADOR,XLE,Copiloto,1499
35,0,15,OCEANAIR,COG,Paramedico,1500
31,50,16,NO_COMPANY,NCY,Copiloto,1501
5,0,101,UNITED,UAN,Tripulante de Cabina,1502
53,0,56,KALITTA AIR,KAI,Paramedico,1503
8,45,6,LATAM CARGO,UCA,Copiloto,1504
23,49,82,MARTINAIR HOLLAND,MPH,Copiloto,1505
24,35,125,LATAM ECUADOR,XLE,Piloto,1506
43,0,103,BRITISH,BTA,Paramedico,1507
42,0,137,ALITALIA,AZI,Tripulante de Cabina,1508
59,17,9,LAW,LAW,Copiloto,1509
24,35,104,IBERIA,IBE,Piloto,1510
59,17,13,ALITALIA,AZI,Piloto,1511
8,45,12,LACSA,LRC,Piloto,1512
59,17,126,LATAM ARGENTINA,LAM,Copiloto,1513
5,0,5,KALITTA AIR,KAI,Tripulante de Cabina,1514
33,0,65,QANTAS,QAF,Tripulante de Cabina,1515
10,11,66,IBERIA,IBE,Copiloto,1516
59,17,51,QANTAS,QAF,Piloto,1517
37,25,15,LAW,LAW,Piloto,1518
8,45,87,LACSA,LRC,Copiloto,1519
59,17,73,QANTAS,QAF,Copiloto,1520
25,36,125,LATAM CARGO,UCA,Copiloto,1521
59,17,129,NO_COMPANY,NCY,Copiloto,1522
22,0,99,EASTERN AIRLINES,EAL,Tripulante de Cabina,1523
59,17,31,QANTAS,QAF,Piloto,1524
8,15,64,AEROVIAS DAP (centro/norte),ADC,Copiloto,1525
8,45,55,LATAM DOMESTICO,LUD,Copiloto,1526
46,0,45,KALITTA AIR,KAI,Tripulante de Cabina,1527
59,48,15,NO_COMPANY,NCY,Copiloto,1528
16,0,69,EASTERN AIRLINES,EAL,Tripulante de Cabina,1529
38,40,5,LATAM DOMESTICO,LUD,Copiloto,1530
21,22,133,KALITTA AIR,KAI,Piloto,1531
59,48,73,ALITALIA,AZI,Copiloto,1532
59,17,65,LAW,LAW,Piloto,1533
34,2,30,OCEANAIR,COG,Copiloto,1534
51,0,22,LAW,LAW,Tripulante de Cabina,1535
59,48,66,UNITED,UAN,Piloto,1536
59,17,65,UNITED,UAN,Piloto,1537
58,0,86,BRITISH,BTA,Tripulante de Cabina,1538
48,0,48,ALITALIA,AZI,Tripulante de Cabina,1539
59,48,1,OCEANAIR,COG,Copiloto,1540
38,31,121,UNITED,UAN,Piloto,1541
34,2,50,OCEANAIR,COG,Copiloto,1542
37,25,129,LAW,LAW,Piloto,1543
25,36,94,BRITISH,BTA,Copiloto,1544
21,51,133,AEROVIAS DAP (centro/norte),ADC,Piloto,1545
8,45,45,LATAM DOMESTICO,LUD,Piloto,1546
22,0,49,LACSA,LRC,Tripulante de Cabina,1547
52,0,137,KALITTA AIR,KAI,Paramedico,1548
54,0,113,KALITTA AIR,KAI,Copiloto,1549
8,15,64,LATAM CARGO,UCA,Copiloto,1550
59,17,65,EASTERN AIRLINES,EAL,Piloto,1551
59,48,29,EASTERN AIRLINES,EAL,Copiloto,1552
8,45,100,LATAM CARGO,UCA,Copiloto,1553
58,0,39,UNITED,UAN,Tripulante de Cabina,1554
5,0,141,KALITTA AIR,KAI,Tripulante de Cabina,1555
59,17,101,QANTAS,QAF,Copiloto,1556
35,0,124,QANTAS,QAF,Paramedico,1557
25,47,80,AEROVIAS DAP (centro/norte),ADC,Piloto,1558
8,45,64,AEROVIAS DAP (centro/norte),ADC,Copiloto,1559
21,22,111,LATAM ECUADOR,XLE,Copiloto,1560
58,0,60,UNITED,UAN,Tripulante de Cabina,1561
1,0,45,LATAM DOMESTICO,LUD,Tripulante de Cabina,1562
42,0,138,KALITTA AIR,KAI,Tripulante de Cabina,1563
8,15,144,IBERIA,IBE,Copiloto,1564
26,0,26,LAW,LAW,Tripulante de Cabina,1565
0,37,78,LATAM CARGO,UCA,Copiloto,1566
2,0,9,IBERIA,IBE,Tripulante de Cabina,1567
59,17,98,KALITTA AIR,KAI,Piloto,1568
59,48,35,OCEANAIR,COG,Copiloto,1569
23,49,52,MARTINAIR HOLLAND,MPH,Piloto,1570
4,0,136,KALITTA AIR,KAI,Tripulante de Cabina,1571
59,48,140,ALITALIA,AZI,Copiloto,1572
4,0,47,OCEANAIR,COG,Tripulante de Cabina,1573
22,0,59,OCEANAIR,COG,Tripulante de Cabina,1574
9,29,27,UNITED,UAN,Piloto,1575
8,15,80,LATAM DOMESTICO,LUD,Copiloto,1576
58,0,60,BRITISH,BTA,Tripulante de Cabina,1577
59,17,57,LAW,LAW,Copiloto,1578
59,48,3,LATAM ARGENTINA,LAM,Copiloto,1579
16,0,123,EASTERN AIRLINES,EAL,Tripulante de Cabina,1580
8,15,76,LACSA,LRC,Copiloto,1581
21,51,140,OCEANAIR,COG,Piloto,1582
32,0,72,LATAM CARGO,UCA,Paramedico,1583
28,0,45,LATAM INTER,LAT,Tripulante de Cabina,1584
37,25,83,OCEANAIR,COG,Copiloto,1585
31,50,71,LATAM ECUADOR,XLE,Piloto,1586
8,45,88,LATAM ECUADOR,XLE,Copiloto,1587
34,2,30,UNITED,UAN,Copiloto,1588
59,48,15,EASTERN AIRLINES,EAL,Copiloto,1589
4,0,32,LAW,LAW,Tripulante de Cabina,1590
59,48,108,KALITTA AIR,KAI,Piloto,1591
25,36,33,LATAM ECUADOR,XLE,Piloto,1592
14,0,90,LATAM DOMESTICO,LUD,Tripulante de Cabina,1593
21,51,124,OCEANAIR,COG,Copiloto,1594
18,0,107,LATAM CARGO,UCA,Tripulante de Cabina,1595
19,0,120,MARTINAIR HOLLAND,MPH,Tripulante de Cabina,1596
5,0,121,LATAM DOMESTICO,LUD,Tripulante de Cabina,1597
36,0,0,0,0,0,1598
8,45,45,LATAM ECUADOR,XLE,Piloto,1599
21,51,115,IBERIA,IBE,Piloto,1600
34,2,42,ALITALIA,AZI,Piloto,1601
59,48,29,UNITED,UAN,Copiloto,1602
